"name:ca"	"regio"	"comarca"	"osm_id"	"osm_type"	"name"	"wikipedia"	"wikidata"	"border_type"	"admin_level"	"ref:idescat"	"ref:ine"	"ref:INSEE"
"València"	"PV"	"Comarca de València"	"344953"	"relation"	"València"	"ca:València"	"Q8818"	"municipi"	"8"		"46250000000"	
"Alcalà de Xivert"	"PV"	"el Baix Maestrat"	"344297"	"relation"	"Alcalà de Xivert"	"ca:Alcalà de Xivert"	"Q1635204"	"municipi"	"8"		"12004000000"	
"Benicarló"	"PV"	"el Baix Maestrat"	"344583"	"relation"	"Benicarló"	"ca:Benicarló"	"Q817302"	"municipi"	"8"		"12027000000"	
"Càlig"	"PV"	"el Baix Maestrat"	"339854"	"relation"	"Càlig"	"ca:Càlig"	"Q1635720"	"municipi"	"8"		"12034000000"	
"Canet lo Roig"	"PV"	"el Baix Maestrat"	"341745"	"relation"	"Canet lo Roig"	"ca:Canet lo Roig"	"Q1646978"	"municipi"	"8"		"12036000000"	
"Castell de Cabres"	"PV"	"el Baix Maestrat"	"339852"	"relation"	"Castell de Cabres"	"ca:Castell de Cabres"	"Q1645962"	"municipi"	"8"		"12037000000"	
"Cervera del Maestrat"	"PV"	"el Baix Maestrat"	"344861"	"relation"	"Cervera del Maestre"	"ca:Cervera del Maestrat"	"Q1646175"	"municipi"	"8"		"12044000000"	
"la Jana"	"PV"	"el Baix Maestrat"	"340492"	"relation"	"la Jana"	"ca:La Jana"	"Q1768937"	"municipi"	"8"		"12070000000"	
"la Pobla de Benifassà"	"PV"	"el Baix Maestrat"	"347364"	"relation"	"la Pobla de Benifassà"	"ca:La Pobla de Benifassà"	"Q744088"	"municipi"	"8"		"12093000000"	
"la Salzadella"	"PV"	"el Baix Maestrat"	"345773"	"relation"	"la Salzadella"	"ca:La Salzadella"	"Q1900762"	"municipi"	"8"		"12098000000"	
"Peníscola"	"PV"	"el Baix Maestrat"	"343063"	"relation"	"Peníscola / Peñíscola"	"es:Peñíscola"	"Q845424"	"municipi"	"8"		"12089000000"	
"Rossell"	"PV"	"el Baix Maestrat"	"347361"	"relation"	"Rossell"	"ca:Rossell"	"Q1645981"	"municipi"	"8"		"12096000000"	
"Sant Jordi"	"PV"	"el Baix Maestrat"	"341224"	"relation"	"Sant Jordi / San Jorge"	"es:San Jorge (Castellón)"	"Q2045712"	"municipi"	"8"		"12099000000"	
"Sant Mateu"	"PV"	"el Baix Maestrat"	"342169"	"relation"	"Sant Mateu"	"ca:Sant Mateu (Baix Maestrat)"	"Q984823"	"municipi"	"8"		"12100000000"	
"Sant Rafel del Riu"	"PV"	"el Baix Maestrat"	"342168"	"relation"	"Sant Rafel del Riu"	"ca:Sant Rafel del Riu"	"Q613582"	"municipi"	"8"		"12101000000"	
"Santa Magdalena de Polpís"	"PV"	"el Baix Maestrat"	"342167"	"relation"	"Santa Magdalena de Pulpis"	"ca:Santa Magdalena de Polpís"	"Q1765443"	"municipi"	"8"		"12102000000"	
"Traiguera"	"PV"	"el Baix Maestrat"	"341845"	"relation"	"Traiguera"	"es:Traiguera"	"Q1645728"	"municipi"	"8"		"12121000000"	
"Vinaròs"	"PV"	"el Baix Maestrat"	"346364"	"relation"	"Vinaròs"	"ca:Vinaròs"	"Q917888"	"municipi"	"8"		"12138000000"	
"Xert"	"PV"	"el Baix Maestrat"	"340177"	"relation"	"Xert"	"es:Chert"	"Q1983359"	"municipi"	"8"		"12052000000"	
"Guardamar del Segura"	"PV"	"el Baix Segura"	"343124"	"relation"	"Guardamar del Segura"	"es:Guardamar del Segura"	"Q927965"	"municipi"	"8"		"03076000000"	
"Crevillent"	"PV"	"el Baix Vinalopó"	"343398"	"relation"	"Crevillent"	"ca:Crevillent"	"Q1616611"	"municipi"	"8"		"03059000000"	
"Elx"	"PV"	"el Baix Vinalopó"	"347684"	"relation"	"Elx / Elche"	"ca:Elx"	"Q10509"	"municipi"	"8"		"03065000000"	
"Santa Pola"	"PV"	"el Baix Vinalopó"	"345599"	"relation"	"Santa Pola"	"ca:Santa Pola"	"Q257707"	"municipi"	"8"		"03121000000"	
"Albalat dels Tarongers"	"PV"	"el Camp de Morvedre"	"345245"	"relation"	"Albalat dels Tarongers"	"ca:Albalat dels Tarongers"	"Q428020"	"municipi"	"8"		"46010000000"	
"Alfara de la Baronia"	"PV"	"el Camp de Morvedre"	"342477"	"relation"	"Alfara de la Baronia"	"ca:Alfara de la Baronia"	"Q1918014"	"municipi"	"8"		"46024000000"	
"Algar de Palància"	"PV"	"el Camp de Morvedre"	"341540"	"relation"	"Algar de Palància"	"ca:Algar de Palància"	"Q367868"	"municipi"	"8"		"46028000000"	
"Algímia d'Alfara"	"PV"	"el Camp de Morvedre"	"344744"	"relation"	"Algímia d'Alfara"	"ca:Algímia d'Alfara"	"Q1919278"	"municipi"	"8"		"46030000000"	
"Benavites"	"PV"	"el Camp de Morvedre"	"346996"	"relation"	"Benavites"	"ca:Benavites"	"Q1917827"	"municipi"	"8"		"46052000000"	
"Benifairó de les Valls"	"PV"	"el Camp de Morvedre"	"346992"	"relation"	"Benifairó de les Valls"	"ca:Benifairó de les Valls"	"Q1769975"	"municipi"	"8"		"46058000000"	
"Canet d'en Berenguer"	"PV"	"el Camp de Morvedre"	"340501"	"relation"	"Canet d'en Berenguer"	"ca:Canet d'en Berenguer"	"Q1904015"	"municipi"	"8"		"46082000000"	
"Estivella"	"PV"	"el Camp de Morvedre"	"344266"	"relation"	"Estivella"	"ca:Estivella"	"Q1989401"	"municipi"	"8"		"46120000000"	
"Faura"	"PV"	"el Camp de Morvedre"	"344268"	"relation"	"Faura"	"ca:Faura"	"Q762373"	"municipi"	"8"		"46122000000"	
"Gilet"	"PV"	"el Camp de Morvedre"	"339511"	"relation"	"Gilet"	"ca:Gilet"	"Q55839"	"municipi"	"8"		"46134000000"	
"Petrés"	"PV"	"el Camp de Morvedre"	"346849"	"relation"	"Petrés"	"ca:Petrés"	"Q2041882"	"municipi"	"8"		"46192000000"	
"Quart de les Valls"	"PV"	"el Camp de Morvedre"	"343967"	"relation"	"Quart de les Valls"	"ca:Quart de les Valls"	"Q1992994"	"municipi"	"8"		"46101000000"	
"Quartell"	"PV"	"el Camp de Morvedre"	"343965"	"relation"	"Quartell"	"ca:Quartell"	"Q1993450"	"municipi"	"8"		"46103000000"	
"Sagunt"	"PV"	"el Camp de Morvedre"	"348833"	"relation"	"Sagunt / Sagunto"	"ca:Sagunt"	"Q47483"	"municipi"	"8"		"46220000000"	
"Segart"	"PV"	"el Camp de Morvedre"	"340413"	"relation"	"Segart"	"ca:Segart"	"Q1993389"	"municipi"	"8"		"46224000000"	
"Torres Torres"	"PV"	"el Camp de Morvedre"	"340518"	"relation"	"Torres Torres"	"ca:Torres Torres"	"Q1812748"	"municipi"	"8"		"46245000000"	
"Benaguasil"	"PV"	"el Camp de Túria"	"346995"	"relation"	"Benaguasil"	"ca:Benaguasil"	"Q1989365"	"municipi"	"8"		"46051000000"	
"Benissanó"	"PV"	"el Camp de Túria"	"348971"	"relation"	"Benissanó"	"ca:Benissanó"	"Q1772298"	"municipi"	"8"		"46067000000"	
"Bétera"	"PV"	"el Camp de Túria"	"346690"	"relation"	"Bétera"	"ca:Bétera"	"Q986084"	"municipi"	"8"		"46070000000"	
"Casinos"	"PV"	"el Camp de Túria"	"345554"	"relation"	"Casinos"	"es:Casinos (Valencia)"	"Q1770480"	"municipi"	"8"		"46089000000"	
"l'Eliana"	"PV"	"el Camp de Túria"	"344537"	"relation"	"l'Eliana"	"ca:L'Eliana"	"Q1998520"	"municipi"	"8"		"46116000000"	
"la Pobla de Vallbona"	"PV"	"el Camp de Túria"	"346557"	"relation"	"la Pobla de Vallbona"	"ca:La Pobla de Vallbona"	"Q1982982"	"municipi"	"8"		"46202000000"	
"Llíria"	"PV"	"el Camp de Túria"	"343329"	"relation"	"Llíria"	"ca:Llíria"	"Q23067"	"municipi"	"8"		"46147000000"	
"Nàquera"	"PV"	"el Camp de Túria"	"347869"	"relation"	"Nàquera / Náquera"	"ca:Nàquera"	"Q1810161"	"municipi"	"8"		"46178000000"	
"Olocau"	"PV"	"el Camp de Túria"	"342673"	"relation"	"Olocau"	"ca:Olocau"	"Q122208"	"municipi"	"8"		"46182000000"	
"Riba-roja de Túria"	"PV"	"el Camp de Túria"	"342356"	"relation"	"Riba-roja de Túria"	"ca:Riba-roja de Túria"	"Q23701"	"municipi"	"8"		"46214000000"	
"Serra"	"PV"	"el Camp de Túria"	"346883"	"relation"	"Serra"	"ca:Serra (Camp de Túria)"	"Q55822"	"municipi"	"8"		"46228000000"	
"Vilamarxant"	"PV"	"el Camp de Túria"	"344867"	"relation"	"Vilamarxant"	"ca:Vilamarxant"	"Q987433"	"municipi"	"8"		"46256000000"	
"Agres"	"PV"	"el Comtat"	"347422"	"relation"	"Agres"	"ca:Agres"	"Q1753479"	"municipi"	"8"		"03003000000"	
"Alcoleja"	"PV"	"el Comtat"	"347423"	"relation"	"Alcoleja"	"ca:Alcoleja"	"Q619123"	"municipi"	"8"		"03008000000"	
"Alcosser"	"PV"	"el Comtat"	"347419"	"relation"	"Alcosser"	"ca:Alcosser"	"Q619130"	"municipi"	"8"		"03007000000"	
"Alfafara"	"PV"	"el Comtat"	"340552"	"relation"	"Alfafara"	"ca:Alfafara"	"Q619122"	"municipi"	"8"		"03010000000"	
"Almudaina"	"PV"	"el Comtat"	"342789"	"relation"	"Almudaina"	"ca:Almudaina"	"Q1770937"	"municipi"	"8"		"03016000000"	
"Balones"	"PV"	"el Comtat"	"346943"	"relation"	"Balones"	"ca:Balones"	"Q1770144"	"municipi"	"8"		"03020000000"	
"Benasau"	"PV"	"el Comtat"	"346941"	"relation"	"Benasau"	"ca:Benasau"	"Q1770136"	"municipi"	"8"		"03022000000"	
"Beniarrés"	"PV"	"el Comtat"	"339568"	"relation"	"Beniarrés"	"ca:Beniarrés"	"Q621839"	"municipi"	"8"		"03028000000"	
"Benilloba"	"PV"	"el Comtat"	"342416"	"relation"	"Benilloba"	"ca:Benilloba"	"Q1770091"	"municipi"	"8"		"03035000000"	
"Benillup"	"PV"	"el Comtat"	"342419"	"relation"	"Benillup"	"ca:Benillup"	"Q1771932"	"municipi"	"8"		"03036000000"	
"Benimarfull"	"PV"	"el Comtat"	"347657"	"relation"	"Benimarfull"	"ca:Benimarfull"	"Q1770942"	"municipi"	"8"		"03038000000"	
"Benimassot"	"PV"	"el Comtat"	"347656"	"relation"	"Benimassot"	"ca:Benimassot"	"Q1770191"	"municipi"	"8"		"03039000000"	
"Cocentaina"	"PV"	"el Comtat"	"344394"	"relation"	"Cocentaina"	"ca:Cocentaina"	"Q1231003"	"municipi"	"8"		"03056000000"	
"Fageca"	"PV"	"el Comtat"	"347682"	"relation"	"Fageca"	"ca:Fageca"	"Q426123"	"municipi"	"8"		"03067000000"	
"Famorca"	"PV"	"el Comtat"	"347685"	"relation"	"Famorca"	"ca:Famorca"	"Q1751994"	"municipi"	"8"		"03068000000"	
"Gaianes"	"PV"	"el Comtat"	"342454"	"relation"	"Gaianes"	"ca:Gaianes"	"Q1768853"	"municipi"	"8"		"03072000000"	
"Gorga"	"PV"	"el Comtat"	"343119"	"relation"	"Gorga"	"ca:Gorga"	"Q1769746"	"municipi"	"8"		"03073000000"	
"l'Alqueria d'Asnar"	"PV"	"el Comtat"	"342788"	"relation"	"l'Alqueria d'Asnar"	"ca:L'Alqueria d'Asnar"	"Q621092"	"municipi"	"8"		"03017000000"	
"l'Orxa"	"PV"	"el Comtat"	"346026"	"relation"	"l'Orxa / Lorcha"	"ca:L'Orxa"	"Q1770128"	"municipi"	"8"		"03084000000"	
"Millena"	"PV"	"el Comtat"	"346028"	"relation"	"Millena"	"ca:Millena"	"Q1770111"	"municipi"	"8"		"03086000000"	
"Muro d'Alcoi"	"PV"	"el Comtat"	"341981"	"relation"	"Muro de Alcoy"	"ca:Muro d'Alcoi"	"Q1768714"	"municipi"	"8"		"03092000000"	
"Planes"	"PV"	"el Comtat"	"345288"	"relation"	"Planes"	"ca:Planes (Comtat)"	"Q1983306"	"municipi"	"8"		"03106000000"	
"Quatretondeta"	"PV"	"el Comtat"	"347679"	"relation"	"Quatretondeta"	"ca:Quatretondeta"	"Q1768829"	"municipi"	"8"		"03060000000"	
"Tollos"	"PV"	"el Comtat"	"341234"	"relation"	"Tollos"	"ca:Tollos"	"Q1750925"	"municipi"	"8"		"03130000000"	
"el Fondó de les Neus"	"PV"	"el Vinalopó Mitjà"	"343123"	"relation"	"el Fondó de les Neus / Hondón de las Nieves"	"ca:El Fondó de les Neus"	"Q1768905"	"municipi"	"8"		"03077000000"	
"el Fondó dels Frares"	"PV"	"el Vinalopó Mitjà"	"343126"	"relation"	"Hondón de los Frailes"	"ca:El Fondó dels Frares"	"Q1985343"	"municipi"	"8"		"03078000000"	
"el Pinós"	"PV"	"el Vinalopó Mitjà"	"345285"	"relation"	"el Pinós / Pinoso"	"ca:El Pinós"	"Q1751965"	"municipi"	"8"		"03105000000"	
"l'Alguenya"	"PV"	"el Vinalopó Mitjà"	"342784"	"relation"	"Algueña"	"ca:L'Alguenya"	"Q620867"	"municipi"	"8"		"03013000000"	
"la Romana"	"PV"	"el Vinalopó Mitjà"	"340931"	"relation"	"la Romana"	"ca:La Romana (Vinalopó Mitjà)"	"Q1752019"	"municipi"	"8"		"03114000000"	
"Monòver"	"PV"	"el Vinalopó Mitjà"	"346025"	"relation"	"Monòver / Monóvar"	"ca:Monòver"	"Q1645615"	"municipi"	"8"		"03089000000"	
"Novelda"	"PV"	"el Vinalopó Mitjà"	"341444"	"relation"	"Novelda"	"ca:Novelda"	"Q983473"	"municipi"	"8"		"03093000000"	
"Petrer"	"PV"	"el Vinalopó Mitjà"	"345286"	"relation"	"Petrer"	"ca:Petrer"	"Q1751353"	"municipi"	"8"		"03104000000"	
"Castellfort"	"PV"	"els Ports"	"339847"	"relation"	"Castellfort"	"ca:Castellfort"	"Q1778143"	"municipi"	"8"		"12038000000"	
"Cinctorres"	"PV"	"els Ports"	"344862"	"relation"	"Cinctorres"	"ca:Cinctorres"	"Q1646167"	"municipi"	"8"		"12045000000"	
"el Forcall"	"PV"	"els Ports"	"345173"	"relation"	"Forcall"	"ca:El Forcall"	"Q780945"	"municipi"	"8"		"12061000000"	
"Herbers"	"PV"	"els Ports"	"345165"	"relation"	"Herbers"	"ca:Herbers"	"Q1769760"	"municipi"	"8"		"12068000000"	
"la Mata de Morella"	"PV"	"els Ports"	"340487"	"relation"	"la Mata de Morella"	"ca:La Mata de Morella"	"Q1901661"	"municipi"	"8"		"12075000000"	
"la Todolella"	"PV"	"els Ports"	"346711"	"relation"	"Todolella"	"ca:La Todolella"	"Q1766256"	"municipi"	"8"		"12112000000"	
"Morella"	"PV"	"els Ports"	"343059"	"relation"	"Morella"	"ca:Morella"	"Q732907"	"municipi"	"8"		"12080000000"	
"Palanques"	"PV"	"els Ports"	"343020"	"relation"	"Palanques"	"ca:Palanques"	"Q843223"	"municipi"	"8"		"12087000000"	
"Portell de Morella"	"PV"	"els Ports"	"347362"	"relation"	"Portell de Morella"	"ca:Portell de Morella"	"Q1900715"	"municipi"	"8"		"12091000000"	
"Sorita"	"PV"	"els Ports"	"341559"	"relation"	"Zorita del Maestrazgo"	"ca:Sorita"	"Q1901668"	"municipi"	"8"		"12141000000"	
"Vallibona"	"PV"	"els Ports"	"341851"	"relation"	"Vallibona"	"ca:Vallibona"	"Q1767567"	"municipi"	"8"		"12127000000"	
"Vilafranca"	"PV"	"els Ports"	"341841"	"relation"	"Vilafranca / Villafranca del Cid"	"es:Villafranca del Cid"	"Q537017"	"municipi"	"8"		"12129000000"	
"Villores"	"PV"	"els Ports"	"345361"	"relation"	"Villores"	"ca:Villores"	"Q1767507"	"municipi"	"8"		"12137000000"	
"Agost"	"PV"	"l'Alacantí"	"347421"	"relation"	"Agost"	"ca:Agost (l'Alacantí)"	"Q1228383"	"municipi"	"8"		"03002000000"	
"Aigües"	"PV"	"l'Alacantí"	"347416"	"relation"	"Aigües"	"ca:Aigües"	"Q618657"	"municipi"	"8"		"03004000000"	
"Alacant"	"PV"	"l'Alacantí"	"342792"	"relation"	"Alacant / Alicante"	"ca:Alacant"	"Q11959"	"municipi"	"8"		"03014000000"	
"Busot"	"PV"	"l'Alacantí"	"345284"	"relation"	"Busot"	"ca:Busot"	"Q1749271"	"municipi"	"8"		"03046000000"	
"el Campello"	"PV"	"l'Alacantí"	"340030"	"relation"	"el Campello"	"ca:El Campello"	"Q842224"	"municipi"	"8"		"03050000000"	
"la Torre de les Maçanes"	"PV"	"l'Alacantí"	"341236"	"relation"	"la Torre de les Maçanes / Torremanzanas"	"ca:La Torre de les Maçanes"	"Q1641908"	"municipi"	"8"		"03132000000"	
"Mutxamel"	"PV"	"l'Alacantí"	"341447"	"relation"	"Mutxamel"	"ca:Mutxamel"	"Q1631458"	"municipi"	"8"		"03090000000"	
"Sant Joan d'Alacant"	"PV"	"l'Alacantí"	"340928"	"relation"	"Sant Joan d'Alacant"	"ca:Sant Joan d'Alacant"	"Q740204"	"municipi"	"8"		"03119000000"	
"Sant Vicent del Raspeig"	"PV"	"l'Alacantí"	"345598"	"relation"	"Sant Vicent del Raspeig / San Vicente del Raspeig"	"ca:Sant Vicent del Raspeig"	"Q491667"	"municipi"	"8"		"03122000000"	
"Xixona"	"PV"	"l'Alacantí"	"346032"	"relation"	"Xixona / Jijona"	"ca:Xixona"	"Q747527"	"municipi"	"8"		"03083000000"	
"Costur"	"PV"	"l'Alcalatén"	"344864"	"relation"	"Costur"	"ca:Costur"	"Q1645737"	"municipi"	"8"		"12049000000"	
"Figueroles"	"PV"	"l'Alcalatén"	"345172"	"relation"	"Figueroles"	"ca:Figueroles"	"Q1646916"	"municipi"	"8"		"12060000000"	
"l'Alcora"	"PV"	"l'Alcalatén"	"344298"	"relation"	"l'Alcora"	"ca:L'Alcora"	"Q1635385"	"municipi"	"8"		"12005000000"	
"les Useres"	"PV"	"l'Alcalatén"	"341848"	"relation"	"les Useres / Useras"	"ca:Les Useres"	"Q1983352"	"municipi"	"8"		"12122000000"	
"Llucena"	"PV"	"l'Alcalatén"	"342939"	"relation"	"Llucena / Lucena del Cid"	"ca:Llucena"	"Q601999"	"municipi"	"8"		"12072000000"	
"Vistabella del Maestrat"	"PV"	"l'Alcalatén"	"346365"	"relation"	"Vistabella del Maestrat"	"ca:Vistabella del Maestrat"	"Q1767446"	"municipi"	"8"		"12139000000"	
"Xodos"	"PV"	"l'Alcalatén"	"340178"	"relation"	"Xodos / Chodos"	"ca:Xodos"	"Q1768688"	"municipi"	"8"		"12055000000"	
"Alcoi"	"PV"	"l'Alcoià"	"347424"	"relation"	"Alcoi / Alcoy"	"ca:Alcoi"	"Q494777"	"municipi"	"8"		"03009000000"	
"Banyeres de Mariola"	"PV"	"l'Alcoià"	"346944"	"relation"	"Banyeres de Mariola"	"ca:Banyeres de Mariola"	"Q621626"	"municipi"	"8"		"03021000000"	
"Benifallim"	"PV"	"l'Alcoià"	"342423"	"relation"	"Benifallim"	"ca:Benifallim"	"Q930303"	"municipi"	"8"		"03032000000"	
"Castalla"	"PV"	"l'Alcoià"	"344404"	"relation"	"Castalla"	"ca:Castalla"	"Q1646122"	"municipi"	"8"		"03053000000"	
"Ibi"	"PV"	"l'Alcoià"	"343125"	"relation"	"Ibi"	"ca:Ibi"	"Q530567"	"municipi"	"8"		"03079000000"	
"Onil"	"PV"	"l'Alcoià"	"341449"	"relation"	"Onil"	"ca:Onil"	"Q587785"	"municipi"	"8"		"03096000000"	
"Penàguila"	"PV"	"l'Alcoià"	"345291"	"relation"	"Penàguila"	"ca:Penàguila"	"Q1995277"	"municipi"	"8"		"03103000000"	
"Tibi"	"PV"	"l'Alcoià"	"345594"	"relation"	"Tibi"	"ca:Tibi"	"Q1751457"	"municipi"	"8"		"03129000000"	
"Albocàsser"	"PV"	"l'Alt Maestrat"	"344300"	"relation"	"Albocàsser"	"ca:Albocàsser"	"Q1606574"	"municipi"	"8"		"12003000000"	
"Ares del Maestrat"	"PV"	"l'Alt Maestrat"	"339534"	"relation"	"Ares del Maestrat"	"ca:Ares del Maestrat"	"Q785949"	"municipi"	"8"		"12014000000"	
"Atzeneta del Maestrat"	"PV"	"l'Alt Maestrat"	"344301"	"relation"	"Atzeneta del Maestrat"	"ca:Atzeneta del Maestrat"	"Q1635908"	"municipi"	"8"		"12001000000"	
"Benafigos"	"PV"	"l'Alt Maestrat"	"344581"	"relation"	"Benafigos"	"ca:Benafigos"	"Q1753052"	"municipi"	"8"		"12025000000"	
"Benassal"	"PV"	"l'Alt Maestrat"	"342698"	"relation"	"Benassal"	"es:Benasal"	"Q1635350"	"municipi"	"8"		"12026000000"	
"Catí"	"PV"	"l'Alt Maestrat"	"344856"	"relation"	"Catí"	"ca:Catí"	"Q1645833"	"municipi"	"8"		"12042000000"	
"Culla"	"PV"	"l'Alt Maestrat"	"340174"	"relation"	"Culla"	"ca:Culla"	"Q1983206"	"municipi"	"8"		"12051000000"	
"la Serratella"	"PV"	"l'Alt Maestrat"	"342166"	"relation"	"la Serratella"	"ca:La Serratella"	"Q1766247"	"municipi"	"8"		"12103000000"	
"la Torre d'en Besora"	"PV"	"l'Alt Maestrat"	"346719"	"relation"	"la Torre d'en Besora"	"ca:La Torre d'en Besora"	"Q1769731"	"municipi"	"8"		"12119000000"	
"Tírig"	"PV"	"l'Alt Maestrat"	"346710"	"relation"	"Tírig"	"ca:Tírig"	"Q1983287"	"municipi"	"8"		"12111000000"	
"Vilar de Canes"	"PV"	"l'Alt Maestrat"	"346373"	"relation"	"Vilar de Canes"	"ca:Vilar de Canes"	"Q1767537"	"municipi"	"8"		"12134000000"	
"Beneixama"	"PV"	"l'Alt Vinalopó"	"346942"	"relation"	"Beneixama"	"ca:Beneixama"	"Q621622"	"municipi"	"8"		"03023000000"	
"Biar"	"PV"	"l'Alt Vinalopó"	"345272"	"relation"	"Biar"	"ca:Biar"	"Q1763764"	"municipi"	"8"		"03043000000"	
"el Camp de Mirra"	"PV"	"l'Alt Vinalopó"	"344405"	"relation"	"el Camp de Mirra / Campo de Mirra"	"ca:El Camp de Mirra"	"Q1553410"	"municipi"	"8"		"03051000000"	
"la Canyada"	"PV"	"l'Alt Vinalopó"	"343409"	"relation"	"Cañada"	"ca:La Canyada (Alt Vinalopó)"	"Q1553440"	"municipi"	"8"		"03052000000"	
"Albalat dels Sorells"	"PV"	"l'Horta Nord"	"341826"	"relation"	"Albalat dels Sorells"	"ca:Albalat dels Sorells"	"Q1771187"	"municipi"	"8"		"46009000000"	
"Alboraia"	"PV"	"l'Horta Nord"	"345248"	"relation"	"Alboraia / Alboraya"	"ca:Alboraia"	"Q987383"	"municipi"	"8"		"46013000000"	
"Albuixec"	"PV"	"l'Horta Nord"	"344174"	"relation"	"Albuixech"	"ca:Albuixec"	"Q1771153"	"municipi"	"8"		"46014000000"	
"Alfara del Patriarca"	"PV"	"l'Horta Nord"	"340307"	"relation"	"Alfara del Patriarca"	"ca:Alfara del Patriarca"	"Q1771157"	"municipi"	"8"		"46025000000"	
"Almàssera"	"PV"	"l'Horta Nord"	"343471"	"relation"	"Almàssera"	"ca:Almàssera"	"Q1648768"	"municipi"	"8"		"46032000000"	
"Bonrepòs i Mirambell"	"PV"	"l'Horta Nord"	"347018"	"relation"	"Bonrepòs i Mirambell"	"ca:Bonrepòs i Mirambell"	"Q1312589"	"municipi"	"8"		"46074000000"	
"Burjassot"	"PV"	"l'Horta Nord"	"346698"	"relation"	"Burjassot"	"ca:Burjassot"	"Q55688"	"municipi"	"8"		"46078000000"	
"el Puig de Santa Maria"	"PV"	"l'Horta Nord"	"346560"	"relation"	"el Puig de Santa Maria"	"ca:El Puig de Santa Maria"	"Q2040100"	"municipi"	"8"		"46204000000"	
"Emperador"	"PV"	"l'Horta Nord"	"348158"	"relation"	"Emperador"	"ca:Emperador (Horta Nord)"	"Q2045916"	"municipi"	"8"		"46117000000"	
"Foios"	"PV"	"l'Horta Nord"	"344272"	"relation"	"Foios"	"ca:Foios"	"Q668117"	"municipi"	"8"		"46126000000"	
"Godella"	"PV"	"l'Horta Nord"	"339510"	"relation"	"Godella"	"ca:Godella"	"Q1982756"	"municipi"	"8"		"46135000000"	
"la Pobla de Farnals"	"PV"	"l'Horta Nord"	"346844"	"relation"	"la Pobla de Farnals"	"ca:La Pobla de Farnals"	"Q1992972"	"municipi"	"8"		"46199000000"	
"Massalfassar"	"PV"	"l'Horta Nord"	"343645"	"relation"	"Massalfassar"	"ca:Massalfassar"	"Q1989342"	"municipi"	"8"		"46163000000"	
"Massamagrell"	"PV"	"l'Horta Nord"	"343638"	"relation"	"Massamagrell"	"ca:Massamagrell"	"Q1313044"	"municipi"	"8"		"46164000000"	
"Meliana"	"PV"	"l'Horta Nord"	"343640"	"relation"	"Meliana"	"ca:Meliana"	"Q1993019"	"municipi"	"8"		"46166000000"	
"Montcada"	"PV"	"l'Horta Nord"	"347872"	"relation"	"Montcada / Moncada"	"ca:Montcada (Horta Nord)"	"Q1010291"	"municipi"	"8"		"46171000000"	
"Museros"	"PV"	"l'Horta Nord"	"347874"	"relation"	"Museros"	"ca:Museros"	"Q1010314"	"municipi"	"8"		"46177000000"	
"Paterna"	"PV"	"l'Horta Nord"	"346847"	"relation"	"Paterna"	"ca:Paterna"	"Q23042"	"municipi"	"8"		"46190000000"	
"Puçol"	"PV"	"l'Horta Nord"	"346558"	"relation"	"Puçol"	"ca:Puçol"	"Q23028"	"municipi"	"8"		"46205000000"	
"Rafelbunyol"	"PV"	"l'Horta Nord"	"346561"	"relation"	"Rafelbunyol"	"ca:Rafelbunyol"	"Q1982774"	"municipi"	"8"		"46207000000"	
"Rocafort"	"PV"	"l'Horta Nord"	"342349"	"relation"	"Rocafort"	"ca:Rocafort"	"Q1993437"	"municipi"	"8"		"46216000000"	
"Tavernes Blanques"	"PV"	"l'Horta Nord"	"340261"	"relation"	"Tavernes Blanques"	"es:Tabernes Blanques"	"Q1109227"	"municipi"	"8"		"46237000000"	
"Vinalesa"	"PV"	"l'Horta Nord"	"346241"	"relation"	"Vinalesa"	"ca:Vinalesa"	"Q1982784"	"municipi"	"8"		"46260000000"	
"Alaquàs"	"PV"	"l'Horta Sud"	"341833"	"relation"	"Alaquàs"	"ca:Alaquàs"	"Q1649698"	"municipi"	"8"		"46005000000"	
"Albal"	"PV"	"l'Horta Sud"	"341831"	"relation"	"Albal"	"ca:Albal"	"Q1648833"	"municipi"	"8"		"46007000000"	
"Alcàsser"	"PV"	"l'Horta Sud"	"340661"	"relation"	"Alcàsser"	"ca:Alcàsser (Horta Sud)"	"Q1771181"	"municipi"	"8"		"46015000000"	
"Aldaia"	"PV"	"l'Horta Sud"	"340328"	"relation"	"Aldaia"	"ca:Aldaia"	"Q368431"	"municipi"	"8"		"46021000000"	
"Alfafar"	"PV"	"l'Horta Sud"	"340331"	"relation"	"Alfafar"	"ca:Alfafar"	"Q1648851"	"municipi"	"8"		"46022000000"	
"Benetússer"	"PV"	"l'Horta Sud"	"346998"	"relation"	"Benetússer"	"ca:Benetússer"	"Q23012"	"municipi"	"8"		"46054000000"	
"Beniparrell"	"PV"	"l'Horta Sud"	"346112"	"relation"	"Beniparrell"	"ca:Beniparrell"	"Q953308"	"municipi"	"8"		"46065000000"	
"Catarroja"	"PV"	"l'Horta Sud"	"346363"	"relation"	"Catarroja"	"ca:Catarroja"	"Q1771131"	"municipi"	"8"		"46094000000"	
"Llocnou de la Corona"	"PV"	"l'Horta Sud"	"347623"	"relation"	"Llocnou de la Corona"	"ca:Llocnou de la Corona"	"Q2043927"	"municipi"	"8"		"46152000000"	
