"name:ca"	"regio"	"comarca"	"osm_id"	"osm_type"	"name"	"wikipedia"	"wikidata"	"border_type"	"admin_level"	"ref:idescat"	"ref:ine"	"ref:INSEE"
"Pià"	"CatNord"	"Rosselló"	"18351"	"relation"	"Pia"	"fr:Pia"	"Q510703"		"8"			"66141"
"Pollestres"	"CatNord"	"Rosselló"	"273497"	"relation"	"Pollestres"	"fr:Pollestres"	"Q779238"		"8"			"66144"
"Pontellà"	"CatNord"	"Rosselló"	"23324"	"relation"	"Ponteilla"	"fr:Ponteilla"	"Q1369411"		"8"			"66145"
"Portvendres"	"CatNord"	"Rosselló"	"81599"	"relation"	"Port-Vendres"	"fr:Port-Vendres"	"Q204648"		"8"			"66148"
"Prunet i Bellpuig"	"CatNord"	"Rosselló"	"1918955"	"relation"	"Prunet-et-Belpuig"	"fr:Prunet-et-Belpuig"	"Q199720"		"8"			"66153"
"Queixàs"	"CatNord"	"Rosselló"	"24858"	"relation"	"Caixas"	"fr:Caixas"	"Q1071950"		"8"			"66029"
"Ribesaltes"	"CatNord"	"Rosselló"	"1664393"	"relation"	"Rivesaltes"	"fr:Rivesaltes"	"Q689466"		"8"			"66164"
"Salelles"	"CatNord"	"Rosselló"	"271536"	"relation"	"Saleilles"	"fr:Saleilles"	"Q1369439"		"8"			"66189"
"Salses"	"CatNord"	"Rosselló"	"1664395"	"relation"	"Salses-le-Château"	"fr:Salses-le-Château"	"Q821246"		"8"			"66190"
"Sant Andreu de Sureda"	"CatNord"	"Rosselló"	"18419"	"relation"	"Saint-André"	"fr:Saint-André (Pyrénées-Orientales)"	"Q752169"		"8"			"66168"
"Sant Cebrià de Rosselló"	"CatNord"	"Rosselló"	"271713"	"relation"	"Saint-Cyprien"	"fr:Saint-Cyprien (Pyrénées-Orientales)"	"Q752547"		"8"			"66171"
"Sant Esteve del Monestir"	"CatNord"	"Rosselló"	"18477"	"relation"	"Saint-Estève"	"fr:Saint-Estève"	"Q778090"		"8"			"66172"
"Sant Feliu d'Amunt"	"CatNord"	"Rosselló"	"1430537"	"relation"	"Saint-Féliu-d'Amont"	"fr:Saint-Féliu-d'Amont"	"Q1369262"		"8"			"66173"
"Sant Feliu d'Avall"	"CatNord"	"Rosselló"	"392308"	"relation"	"Saint-Féliu-d'Avall"	"fr:Saint-Féliu-d'Avall"	"Q191008"		"8"			"66174"
"Sant Genís de Fontanes"	"CatNord"	"Rosselló"	"54471"	"relation"	"Saint-Génis-des-Fontaines"	"fr:Saint-Génis-des-Fontaines"	"Q752157"		"8"			"66175"
"Sant Hipòlit de la Salanca"	"CatNord"	"Rosselló"	"1664394"	"relation"	"Saint-Hippolyte"	"fr:Saint-Hippolyte (Pyrénées-Orientales)"	"Q1409088"		"8"			"66176"
"Sant Joan la Cella"	"CatNord"	"Rosselló"	"25873"	"relation"	"Saint-Jean-Lasseille"	"fr:Saint-Jean-Lasseille"	"Q190225"		"8"			"66177"
"Sant Llorenç de la Salanca"	"CatNord"	"Rosselló"	"270405"	"relation"	"Saint-Laurent-de-la-Salanque"	"fr:Saint-Laurent-de-la-Salanque"	"Q199847"		"8"			"66180"
"Sant Miquel de Llotes"	"CatNord"	"Rosselló"	"1918771"	"relation"	"Saint-Michel-de-Llotes"	"fr:Saint-Michel-de-Llotes"	"Q197904"		"8"			"66185"
"Sant Nazari de Rosselló"	"CatNord"	"Rosselló"	"18349"	"relation"	"Saint-Nazaire"	"fr:Saint-Nazaire (Pyrénées-Orientales)"	"Q1369456"		"8"			"66186"
"Santa Coloma de Tuïr"	"CatNord"	"Rosselló"	"24458"	"relation"	"Sainte-Colombe-de-la-Commanderie"	"fr:Sainte-Colombe-de-la-Commanderie"	"Q1350616"		"8"			"66170"
"Santa Maria la Mar"	"CatNord"	"Rosselló"	"18362"	"relation"	"Sainte-Marie-la-Mer"	"fr:Sainte-Marie-la-Mer"	"Q190506"		"8"			"66182"
"Sureda"	"CatNord"	"Rosselló"	"18428"	"relation"	"Sorède"	"fr:Sorède"	"Q190385"		"8"			"66196"
"Talteüll"	"CatNord"	"Rosselló"	"2593113"	"relation"	"Tautavel"	"fr:Tautavel"	"Q689491"		"8"			"66205"
"Terrats"	"CatNord"	"Rosselló"	"24459"	"relation"	"Terrats"	"fr:Terrats"	"Q1369520"		"8"			"66207"
"Tesà"	"CatNord"	"Rosselló"	"271495"	"relation"	"Théza"	"fr:Théza"	"Q199709"		"8"			"66208"
"Toluges"	"CatNord"	"Rosselló"	"18318"	"relation"	"Toulouges"	"fr:Toulouges"	"Q1350694"		"8"			"66213"
"Torderes"	"CatNord"	"Rosselló"	"23814"	"relation"	"Tordères"	"fr:Tordères"	"Q199824"		"8"			"66211"
"Torrelles de la Salanca"	"CatNord"	"Rosselló"	"74993"	"relation"	"Torreilles"	"fr:Torreilles"	"Q752160"		"8"			"66212"
"Trasserra"	"CatNord"	"Rosselló"	"23790"	"relation"	"Tresserre"	"fr:Tresserre"	"Q197369"		"8"			"66214"
"Trullars"	"CatNord"	"Rosselló"	"23315"	"relation"	"Trouillas"	"fr:Trouillas"	"Q199789"		"8"			"66217"
"Tuïr"	"CatNord"	"Rosselló"	"18482"	"relation"	"Thuir"	"fr:Thuir"	"Q199697"		"8"			"66210"
"Vilallonga de la Salanca"	"CatNord"	"Rosselló"	"18354"	"relation"	"Villelongue-de-la-Salanque"	"fr:Villelongue-de-la-Salanque"	"Q1369473"		"8"			"66224"
"Vilallonga dels Monts"	"CatNord"	"Rosselló"	"2621923"	"relation"	"Villelongue-dels-Monts"	"fr:Villelongue-dels-Monts"	"Q190895"		"8"			"66225"
"Vilamulaca"	"CatNord"	"Rosselló"	"23340"	"relation"	"Villemolaque"	"fr:Villemolaque"	"Q782514"		"8"			"66226"
"Vilanova de la Ribera"	"CatNord"	"Rosselló"	"1798945"	"relation"	"Villeneuve-la-Rivière"	"fr:Villeneuve-la-Rivière"	"Q1369232"		"8"			"66228"
"Vilanova de Raó"	"CatNord"	"Rosselló"	"18326"	"relation"	"Villeneuve-de-la-Raho"	"fr:Villeneuve-de-la-Raho"	"Q1110142"		"8"			"66227"
"Vingrau"	"CatNord"	"Rosselló"	"2815362"	"relation"	"Vingrau"	"fr:Vingrau"	"Q198146"		"8"			"66231"
"Arles"	"CatNord"	"Vallespir"	"2924277"	"relation"	"Arles-sur-Tech"	"fr:Arles-sur-Tech"	"Q7897"		"8"			"66009"
"Ceret"	"CatNord"	"Vallespir"	"23266"	"relation"	"Céret"	"fr:Céret"	"Q6643"		"8"			"66049"
"Cortsaví"	"CatNord"	"Vallespir"	"2918996"	"relation"	"Corsavy"	"fr:Corsavy"	"Q7154"		"8"			"66060"
"Costoja"	"CatNord"	"Vallespir"	"2924446"	"relation"	"Coustouges"	"fr:Coustouges"	"Q6660"		"8"			"66061"
"el Pertús"	"CatNord"	"Vallespir"	"271192"	"relation"	"Le Perthus"	"fr:Le Perthus"	"Q6684"		"8"			"66137"
"el Tec"	"CatNord"	"Vallespir"	"2918769"	"relation"	"Le Tech"	"fr:Le Tech"	"Q197968"		"8"			"66206"
"els Banys d'Arles i Palaldà"	"CatNord"	"Vallespir"	"22588"	"relation"	"Amélie-les-Bains-Palalda"	"fr:Amélie-les-Bains-Palalda"	"Q7152"		"8"			"66003"
"la Menera"	"CatNord"	"Vallespir"	"2926262"	"relation"	"Lamanère"	"fr:Lamanère"	"Q1369192"		"8"			"66091"
"Montboló"	"CatNord"	"Vallespir"	"2924251"	"relation"	"Montbolo"	"fr:Montbolo"	"Q8862"		"8"			"66113"
"Montferrer"	"CatNord"	"Vallespir"	"2918951"	"relation"	"Montferrer"	"fr:Montferrer"	"Q7160"		"8"			"66116"
"Morellàs i les Illes"	"CatNord"	"Vallespir"	"392304"	"relation"	"Maureillas-las-Illas"	"fr:Maureillas-las-Illas"	"Q7972"		"8"			"66106"
"Prats de Molló i la Presta"	"CatNord"	"Vallespir"	"2918640"	"relation"	"Prats-de-Mollo-la-Preste"	"fr:Prats-de-Mollo-la-Preste"	"Q828602"		"8"			"66150"
"Reiners"	"CatNord"	"Vallespir"	"401880"	"relation"	"Reynès"	"fr:Reynès"	"Q6627"		"8"			"66160"
"Sant Joan de Pladecorts"	"CatNord"	"Vallespir"	"1664419"	"relation"	"Saint-Jean-Pla-de-Corts"	"fr:Saint-Jean-Pla-de-Corts"	"Q8657"		"8"			"66178"
"Sant Llorenç de Cerdans"	"CatNord"	"Vallespir"	"2924304"	"relation"	"Saint-Laurent-de-Cerdans"	"fr:Saint-Laurent-de-Cerdans"	"Q199742"		"8"			"66179"
"Sant Marçal"	"CatNord"	"Vallespir"	"2919179"	"relation"	"Saint-Marsal"	"fr:Saint-Marsal"	"Q971883"		"8"			"66183"
"Serrallonga"	"CatNord"	"Vallespir"	"2926263"	"relation"	"Serralongue"	"fr:Serralongue"	"Q1350641"		"8"			"66194"
"Tellet"	"CatNord"	"Vallespir"	"2768134"	"relation"	"Taillet"	"fr:Taillet"	"Q7157"		"8"			"66199"
"Teulís"	"CatNord"	"Vallespir"	"2924113"	"relation"	"Taulis"	"fr:Taulis"	"Q1350447"		"8"			"66203"
"Vivers"	"CatNord"	"Vallespir"	"1664420"	"relation"	"Vivès"	"fr:Vivès"	"Q1153177"		"8"			"66233"
"Aiguaviva de Bergantes"	"Franja"	"Baix Aragó"	"345064"	"relation"	"Aguaviva / Aiguaviva de Bergantes"	"es:Aguaviva (Teruel)"	"Q1770476"	"municipi"	"8"		"44004000000"	
"Bellmunt de Mesquí"	"Franja"	"Baix Aragó"	"341056"	"relation"	"Belmonte de San José / Bellmunt de Mesquí"	"es:Belmonte de San José"	"Q1652468"	"municipi"	"8"		"44038000000"	
"la Canyada de Beric"	"Franja"	"Baix Aragó"	"345972"	"relation"	"La Cañada de Verich / la Canyada de Beric"	"es:La Cañada de Verich"	"Q1553963"	"municipi"	"8"		"44061000000"	
"la Codonyera"	"Franja"	"Baix Aragó"	"343894"	"relation"	"La Codoñera / la Codonyera"	"ca:La Codonyera"	"Q1651558"	"municipi"	"8"		"44080000000"	
"la Ginebrosa"	"Franja"	"Baix Aragó"	"342544"	"relation"	"La Ginebrosa / la Ginebrosa"	"es:La Ginebrosa"	"Q1651455"	"municipi"	"8"		"44118000000"	
"la Sorollera"	"Franja"	"Baix Aragó"	"341762"	"relation"	"La Cerollera / la Sorollera"	"es:La Cerollera"	"Q1651537"	"municipi"	"8"		"44077000000"	
"la Torre de Vilella"	"Franja"	"Baix Aragó"	"344648"	"relation"	"Torrevelilla / Torre de Vilella"	"es:Torrevelilla"	"Q1553894"	"municipi"	"8"		"44230000000"	
"Faió"	"Franja"	"Baix Aragó-Casp"	"345467"	"relation"	"Fayón / Faió"	"es:Fayón"	"Q1639270"	"municipi"	"8"		"50105000000"	
"Favara"	"Franja"	"Baix Aragó-Casp"	"345466"	"relation"	"Fabara / Favara"	"es:Fabara"	"Q956450"	"municipi"	"8"		"50102000000"	
"Maella"	"Franja"	"Baix Aragó-Casp"	"340454"	"relation"	"Maella"	"es:Maella"	"Q956524"	"municipi"	"8"		"50152000000"	
"Nonasp"	"Franja"	"Baix Aragó-Casp"	"346643"	"relation"	"Nonaspe / Nonasp"	"ca:Nonasp"	"Q1628416"	"municipi"	"8"		"50189000000"	
"Fraga"	"Franja"	"Baix Cinca"	"341530"	"relation"	"Fraga"	"ca:Fraga"	"Q904212"	"municipi"	"8"		"22112000000"	
"Mequinensa"	"Franja"	"Baix Cinca"	"345154"	"relation"	"Mequinenza / Mequinensa"	"es:Mequinenza"	"Q837051"	"municipi"	"8"		"50165000000"	
"Saidí"	"Franja"	"Baix Cinca"	"344563"	"relation"	"Zaidín / Saidí"	"ca:Saidí"	"Q144331"	"municipi"	"8"		"22254000000"	
"Torrent de Cinca"	"Franja"	"Baix Cinca"	"343586"	"relation"	"Torrente de Cinca / Torrent de Cinca"	"ca:Torrent de Cinca"	"Q983642"	"municipi"	"8"		"22234000000"	
"Vilella de Cinca"	"Franja"	"Baix Cinca"	"339811"	"relation"	"Velilla de Cinca"	"ca:Vilella de Cinca"	"Q549900"	"municipi"	"8"		"22245000000"	
"Albelda"	"Franja"	"La Llitera"	"344118"	"relation"	"Albelda"	"ca:Albelda"	"Q956462"	"municipi"	"8"		"22009000000"	
"Baells"	"Franja"	"La Llitera"	"343506"	"relation"	"Baells"	"ca:Baells"	"Q812714"	"municipi"	"8"		"22043000000"	
"Camporrells"	"Franja"	"La Llitera"	"348882"	"relation"	"Camporrells"	"ca:Camporrells"	"Q985141"	"municipi"	"8"		"22075000000"	
"Castellonroi"	"Franja"	"La Llitera"	"345329"	"relation"	"Castillonroy / Castellonroi"	"ca:Castellonroi"	"Q987426"	"municipi"	"8"		"22089000000"	
"el Campell"	"Franja"	"La Llitera"	"339664"	"relation"	"Alcampell / el Campell"	"ca:El Campell"	"Q984400"	"municipi"	"8"		"22016000000"	
"el Torricó"	"Franja"	"La Llitera"	"344419"	"relation"	"Altorricón / el Torricó"	"ca:El Torricó"	"Q444400"	"municipi"	"8"		"22025000000"	
"Peralta i Calassanç"	"Franja"	"La Llitera"	"340476"	"relation"	"Peralta de Calasanz"	"ca:Peralta i Calassanç"	"Q984640"	"municipi"	"8"		"22175000000"	
"Sant Esteve de Llitera"	"Franja"	"La Llitera"	"348113"	"relation"	"San Esteban de Litera / Sant Esteve de Llitera"	"ca:Sant Esteve de Llitera"	"Q389110"	"municipi"	"8"		"22205000000"	
"Sanui i Alins"	"Franja"	"La Llitera"	"343505"	"relation"	"Azanuy-Alins"	"ca:Sanui i Alins"	"Q793581"	"municipi"	"8"		"22040000000"	
"Tamarit de Llitera"	"Franja"	"La Llitera"	"348103"	"relation"	"Tamarite de Litera / Tamarit de Llitera"	"ca:Tamarit de Llitera"	"Q633385"	"municipi"	"8"		"22225000000"	
"Valldellou"	"Franja"	"La Llitera"	"343500"	"relation"	"Baldellou / Valdellou"	"ca:Valldellou"	"Q804776"	"municipi"	"8"		"22045000000"	
"Vensilló"	"Franja"	"La Llitera"	"346254"	"relation"	"Vencillón / Vensilló"	"ca:Vensilló"	"Q984615"	"municipi"	"8"		"22909000000"	
"Arenys de Lledó"	"Franja"	"Matarranya"	"345368"	"relation"	"Arens de Lledó / Arenys de Lledó"	"ca:Arenys de Lledó"	"Q642147"	"municipi"	"8"		"44027000000"	
"Beseit"	"Franja"	"Matarranya"	"339855"	"relation"	"Beceite / Beseit"	"es:Beceite"	"Q525455"	"municipi"	"8"		"44037000000"	
"Calaceit"	"Franja"	"Matarranya"	"345704"	"relation"	"Calaceite / Calaceit"	"ca:Calaceit"	"Q954175"	"municipi"	"8"		"44049000000"	
"Fontdespatla"	"Franja"	"Matarranya"	"342552"	"relation"	"Fuentespalda / Fontdespatla"	"es:Fuentespalda"	"Q1653347"	"municipi"	"8"		"44114000000"	
"Fórnols"	"Franja"	"Matarranya"	"347188"	"relation"	"Fórnoles / Fórnols"	"ca:Fórnols de Matarranya"	"Q2409408"	"municipi"	"8"		"44105000000"	
"la Freixneda"	"Franja"	"Matarranya"	"347244"	"relation"	"La Fresneda / la Freixneda"	"ca:La Freixneda"	"Q1651574"	"municipi"	"8"		"44108000000"	
"la Portellada"	"Franja"	"Matarranya"	"345855"	"relation"	"La Portellada"	"es:La Portellada"	"Q1651470"	"municipi"	"8"		"44187000000"	
"la Torre del Comte"	"Franja"	"Matarranya"	"339930"	"relation"	"Torre del Compte / la Torre del Comte"	"es:Torre del Compte"	"Q1641245"	"municipi"	"8"		"44225000000"	
"la Vall del Tormo"	"Franja"	"Matarranya"	"339574"	"relation"	"Valdeltormo / la Vall del Tormo"	"ca:La Vall de Tormo"	"Q1650770"	"municipi"	"8"		"44245000000"	
"Lledó d'Algars"	"Franja"	"Matarranya"	"347785"	"relation"	"Lledó / Lledó d'Algars"	"es:Lledó"	"Q1644835"	"municipi"	"8"		"44141000000"	
"Massalió"	"Franja"	"Matarranya"	"347791"	"relation"	"Mazaleón / Massalió"	"ca:Massalió"	"Q1651159"	"municipi"	"8"		"44147000000"	
"Montroig"	"Franja"	"Matarranya"	"343242"	"relation"	"Monroyo / Montroig"	"ca:Mont-roig de Tastavins"	"Q1651239"	"municipi"	"8"		"44154000000"	
"Pena-roja de Tastavins"	"Franja"	"Matarranya"	"342910"	"relation"	"Peñarroya de Tastavins / Pena-roja de Tastavins"	"es:Peñarroya de Tastavins"	"Q539588"	"municipi"	"8"		"44179000000"	
"Queretes"	"Franja"	"Matarranya"	"343893"	"relation"	"Cretas / Queretes"	"es:Cretas"	"Q1652414"	"municipi"	"8"		"44086000000"	
"Ràfels"	"Franja"	"Matarranya"	"342891"	"relation"	"Ráfales / Ràfels"	"es:Ráfales"	"Q1651261"	"municipi"	"8"		"44194000000"	
"Torredarques"	"Franja"	"Matarranya"	"339928"	"relation"	"Torre de Arcas / Torredarques"	"es:Torre de Arcas"	"Q1650917"	"municipi"	"8"		"44223000000"	
"Vall-de-roures"	"Franja"	"Matarranya"	"339573"	"relation"	"Valderrobres / Vall de Roures"	"ca:Vall-de-roures"	"Q1641285"	"municipi"	"8"		"44246000000"	
"Valljunquera"	"Franja"	"Matarranya"	"339572"	"relation"	"Valjunquera / Valljunquera"	"es:Valjunquera"	"Q1651425"	"municipi"	"8"		"44247000000"	
"Areny de Noguera"	"Franja"	"Ribagorça"	"340016"	"relation"	"Arén / Areny de Noguera"	"ca:Areny de Noguera"	"Q719174"	"municipi"	"8"		"22035000000"	
"Benavarri"	"Franja"	"Ribagorça"	"348026"	"relation"	"Benabarre / Benavarri"	"ca:Benavarri"	"Q816666"	"municipi"	"8"		"22053000000"	
"Beranui"	"Franja"	"Ribagorça"	"339810"	"relation"	"Beranuy"	"ca:Beranui"	"Q1020564"	"municipi"	"8"		"22246000000"	
"Bonansa"	"Franja"	"Ribagorça"	"343818"	"relation"	"Bonansa"	"ca:Bonansa"	"Q748790"	"municipi"	"8"		"22067000000"	
"Castigaleu"	"Franja"	"Ribagorça"	"345327"	"relation"	"Castigaleu"	"ca:Castigaleu"	"Q987456"	"municipi"	"8"		"22087000000"	
"Estopanyà"	"Franja"	"Ribagorça"	"346042"	"relation"	"Estopiñán del Castillo / Estopanyà"	"ca:Estopanyà"	"Q426376"	"municipi"	"8"		"22105000000"	
"Isàvena"	"Franja"	"Ribagorça"	"345764"	"relation"	"Isábena"	"ca:Isàvena"	"Q984623"	"municipi"	"8"		"22129000000"	
"Lasquarri"	"Franja"	"Ribagorça"	"345484"	"relation"	"Lascuarre / Lasquarri"	"ca:Lasquarri"	"Q984631"	"municipi"	"8"		"22142000000"	
"Les Paüls"	"Franja"	"Ribagorça"	"345485"	"relation"	"Laspaúles / Les Paüls"	"ca:Les Paüls"	"Q371846"	"municipi"	"8"		"22143000000"	
"Monesma i Queixigar"	"Franja"	"Ribagorça"	"340828"	"relation"	"Monesma y Cajigar / Monesma i Caixigar"	"ca:Monesma i Queixigar"	"Q984593"	"municipi"	"8"		"22155000000"	
"Montanui"	"Franja"	"Ribagorça"	"340826"	"relation"	"Montanuy / Montanui"	"ca:Montanui"	"Q768770"	"municipi"	"8"		"22157000000"	
"Pont de Montanyana"	"Franja"	"Ribagorça"	"347468"	"relation"	"Puente de Montañana / Pont de Montanyana"	"ca:El Pont de Montanyana"	"Q963830"	"municipi"	"8"		"22188000000"	
"Sopeira"	"Franja"	"Ribagorça"	"347836"	"relation"	"Sopeira"	"ca:Sopeira"	"Q541865"	"municipi"	"8"		"22223000000"	
"Tolba"	"Franja"	"Ribagorça"	"347826"	"relation"	"Tolva / Tolba"	"ca:Tolba"	"Q1020532"	"municipi"	"8"		"22229000000"	
"Tor-la-ribera"	"Franja"	"Ribagorça"	"343589"	"relation"	"Torre la Ribera"	"ca:Tor-la-ribera"	"Q984625"	"municipi"	"8"		"22233000000"	
"Viacamp i Lliterà"	"Franja"	"Ribagorça"	"339809"	"relation"	"Viacamp y Litera/Viacamp i Lliterà"	"ca:Viacamp i Lliterà"	"Q984673"	"municipi"	"8"		"22247000000"	
"Eivissa"	"Illes"	"Eivissa"	"347249"	"relation"	"Eivissa"	"ca:Eivissa (municipi)"	"Q473914"	"municipi"	"8"		"07026000000"	
"Sant Antoni de Portmany"	"Illes"	"Eivissa"	"346793"	"relation"	"Sant Antoni de Portmany"	"ca:Sant Antoni de Portmany"	"Q734805"	"municipi"	"8"		"07046000000"	
"Sant Joan de Labritja"	"Illes"	"Eivissa"	"342254"	"relation"	"Sant Joan de Labritja"	"ca:Sant Joan de Labritja"	"Q983628"	"municipi"	"8"		"07050000000"	
"Sant Josep de sa Talaia"	"Illes"	"Eivissa"	"346802"	"relation"	"Sant Josep de sa Talaia"	"ca:Sant Josep de sa Talaia"	"Q983635"	"municipi"	"8"		"07048000000"	
"Santa Eulària des Riu"	"Illes"	"Eivissa"	"342258"	"relation"	"Santa Eulària des Riu"	"ca:Santa Eulària des Riu"	"Q983465"	"municipi"	"8"		"07054000000"	
"Formentera"	"Illes"	"Formentera"	"2181768"	"relation"	"Formentera"	"ca:Formentera"	"Q52626"	"municipi"	"8"		"07024000000"	
"Artà"	"Illes"	"Llevant"	"347552"	"relation"	"Artà"	"ca:Artà"	"Q715970"	"municipi"	"8"		"07006000000"	
"Capdepera"	"Illes"	"Llevant"	"342918"	"relation"	"Capdepera"	"ca:Capdepera"	"Q920971"	"municipi"	"8"		"07014000000"	
"Manacor"	"Illes"	"Llevant"	"342599"	"relation"	"Manacor"	"ca:Manacor"	"Q49567"	"municipi"	"8"		"07033000000"	
"Sant Llorenç des Cardassar"	"Illes"	"Llevant"	"342253"	"relation"	"Sant Llorenç des Cardassar"	"ca:Sant Llorenç des Cardassar"	"Q983463"	"municipi"	"8"		"07051000000"	
"Son Servera"	"Illes"	"Llevant"	"346485"	"relation"	"Son Servera"	"ca:Son Servera"	"Q610838"	"municipi"	"8"		"07062000000"	
"Alaior"	"Illes"	"Menorca"	"1809113"	"relation"	"Alaior"	"ca:Alaior"	"Q847324"	"municipi"	"8"		"07002000000"	
"Ciutadella"	"Illes"	"Menorca"	"1809104"	"relation"	"Ciutadella"	"ca:Ciutadella de Menorca"	"Q899884"	"municipi"	"8"		"07015000000"	
"es Castell"	"Illes"	"Menorca"	"1809108"	"relation"	"es Castell"	"ca:Es Castell"	"Q941533"	"municipi"	"8"		"07064000000"	
"es Mercadal"	"Illes"	"Menorca"	"1809115"	"relation"	"es Mercadal"	"ca:Es Mercadal"	"Q945653"	"municipi"	"8"		"07037000000"	
"es Migjorn Gran"	"Illes"	"Menorca"	"1809101"	"relation"	"es Migjorn Gran"	"ca:Es Migjorn Gran"	"Q984485"	"municipi"	"8"		"07902000000"	
"Ferreries"	"Illes"	"Menorca"	"1809111"	"relation"	"Ferreries"	"ca:Ferreries"	"Q983461"	"municipi"	"8"		"07023000000"	
"Maó"	"Illes"	"Menorca"	"1809102"	"relation"	"Maó"	"ca:Maó"	"Q49550"	"municipi"	"8"		"07032000000"	
"Sant Lluís"	"Illes"	"Menorca"	"1809121"	"relation"	"Sant Lluís"	"ca:Sant Lluís"	"Q984499"	"municipi"	"8"		"07052000000"	
"Campos"	"Illes"	"Migjorn"	"342919"	"relation"	"Campos"	"ca:Campos"	"Q743716"	"municipi"	"8"		"07013000000"	
"Felanitx"	"Illes"	"Migjorn"	"347246"	"relation"	"Felanitx"	"ca:Felanitx"	"Q743741"	"municipi"	"8"		"07022000000"	
"Llucmajor"	"Illes"	"Migjorn"	"342597"	"relation"	"Llucmajor"	"ca:Llucmajor"	"Q927498"	"municipi"	"8"		"07031000000"	
"Santanyí"	"Illes"	"Migjorn"	"342255"	"relation"	"Santanyí"	"ca:Santanyí"	"Q983633"	"municipi"	"8"		"07057000000"	
"ses Salines"	"Illes"	"Migjorn"	"342250"	"relation"	"ses Salines"	"ca:Ses Salines"	"Q783498"	"municipi"	"8"		"07059000000"	
"Palma"	"Illes"	"Palma"	"341321"	"relation"	"Palma"	"ca:Palma"	"Q8826"	"municipi"	"8"		"07040000000"	
"Algaida"	"Illes"	"Pla de Mallorca"	"347550"	"relation"	"Algaida"	"ca:Algaida"	"Q851011"	"municipi"	"8"		"07004000000"	
"Ariany"	"Illes"	"Pla de Mallorca"	"342934"	"relation"	"Ariany"	"ca:Ariany"	"Q656449"	"municipi"	"8"		"07901000000"	
"Costitx"	"Illes"	"Pla de Mallorca"	"342916"	"relation"	"Costitx"	"ca:Costitx"	"Q851224"	"municipi"	"8"		"07017000000"	
"Lloret de Vistalegre"	"Illes"	"Pla de Mallorca"	"340498"	"relation"	"Lloret de Vistalegre"	"ca:Lloret de Vistalegre"	"Q988714"	"municipi"	"8"		"07028000000"	
"Llubí"	"Illes"	"Pla de Mallorca"	"342598"	"relation"	"Llubí"	"ca:Llubí"	"Q185409"	"municipi"	"8"		"07030000000"	
"Maria de la Salut"	"Illes"	"Pla de Mallorca"	"342600"	"relation"	"Maria de la Salut"	"ca:Maria de la Salut"	"Q669078"	"municipi"	"8"		"07035000000"	
"Montuïri"	"Illes"	"Pla de Mallorca"	"342605"	"relation"	"Montuïri"	"ca:Montuïri"	"Q983467"	"municipi"	"8"		"07038000000"	
"Muro"	"Illes"	"Pla de Mallorca"	"342603"	"relation"	"Muro"	"ca:Muro (Mallorca)"	"Q595424"	"municipi"	"8"		"07039000000"	
"Petra"	"Illes"	"Pla de Mallorca"	"342890"	"relation"	"Petra"	"ca:Petra (Mallorca)"	"Q611123"	"municipi"	"8"		"07041000000"	
"Porreres"	"Illes"	"Pla de Mallorca"	"347645"	"relation"	"Porreres"	"ca:Porreres"	"Q925773"	"municipi"	"8"		"07043000000"	
"Sant Joan"	"Illes"	"Pla de Mallorca"	"346803"	"relation"	"Sant Joan"	"ca:Sant Joan (Mallorca)"	"Q692920"	"municipi"	"8"		"07049000000"	
"Santa Eugènia"	"Illes"	"Pla de Mallorca"	"342252"	"relation"	"Santa Eugènia"	"ca:Santa Eugènia (Mallorca)"	"Q983631"	"municipi"	"8"		"07053000000"	
"Santa Margalida"	"Illes"	"Pla de Mallorca"	"342257"	"relation"	"Santa Margalida"	"ca:Santa Margalida"	"Q984491"	"municipi"	"8"		"07055000000"	
"Sencelles"	"Illes"	"Pla de Mallorca"	"347634"	"relation"	"Sencelles"	"ca:Sencelles"	"Q987394"	"municipi"	"8"		"07047000000"	
"Sineu"	"Illes"	"Pla de Mallorca"	"346487"	"relation"	"Sineu"	"ca:Sineu"	"Q943922"	"municipi"	"8"		"07060000000"	
"Vilafranca de Bonany"	"Illes"	"Pla de Mallorca"	"345708"	"relation"	"Vilafranca de Bonany"	"ca:Vilafranca de Bonany"	"Q975679"	"municipi"	"8"		"07065000000"	
"Alaró"	"Illes"	"Raiguer"	"347548"	"relation"	"Alaró"	"ca:Alaró"	"Q850939"	"municipi"	"8"		"07001000000"	
"Alcúdia"	"Illes"	"Raiguer"	"347549"	"relation"	"Alcúdia"	"ca:Alcúdia"	"Q385923"	"municipi"	"8"		"07003000000"	
"Binissalem"	"Illes"	"Raiguer"	"347546"	"relation"	"Binissalem"	"ca:Binissalem"	"Q837121"	"municipi"	"8"		"07008000000"	
"Búger"	"Illes"	"Raiguer"	"347547"	"relation"	"Búger"	"ca:Búger"	"Q652988"	"municipi"	"8"		"07009000000"	
"Campanet"	"Illes"	"Raiguer"	"342920"	"relation"	"Campanet"	"ca:Campanet"	"Q850989"	"municipi"	"8"		"07012000000"	
"Consell"	"Illes"	"Raiguer"	"342917"	"relation"	"Consell"	"ca:Consell"	"Q950889"	"municipi"	"8"		"07016000000"	
"Inca"	"Illes"	"Raiguer"	"347250"	"relation"	"Inca"	"ca:Inca (Mallorca)"	"Q988688"	"municipi"	"8"		"07027000000"	
